0,1,poisonous,odor,gill size,bruises,population,habitat,spore print color
-10.434764,11.01257,1,foul,broad,no,solitary,paths,chocolate
-6.546475,-2.0405502,0,none,broad,yes,solitary,woods,black
31.948618,-6.408161,1,creosote,narrow,no,several,woods,brown
0.32079002,-10.445449,0,none,broad,yes,several,woods,black
5.9429455,-2.8847985,0,none,broad,yes,several,woods,brown
0.28575507,7.2090034,0,none,broad,yes,solitary,woods,brown
8.887948,6.6410947,1,foul,broad,no,several,woods,chocolate
5.9739738,-3.4319878,0,none,broad,yes,several,woods,brown
-0.04099266,6.671908,0,none,broad,yes,solitary,woods,brown
26.518847,-4.355309,1,creosote,narrow,no,scattered,woods,black
0.7339997,-11.137922,0,none,broad,yes,several,woods,black
-6.246952,-1.9693242,0,none,broad,yes,solitary,woods,black
-0.19772545,7.1156354,0,none,broad,yes,solitary,woods,brown
6.005797,-2.9483325,0,none,broad,yes,several,woods,brown
10.34026,18.236849,1,foul,broad,no,several,paths,chocolate
-0.3907287,7.1481047,0,none,broad,yes,solitary,woods,brown
0.58233994,-11.200985,0,none,broad,yes,several,woods,black
-6.0981517,-2.1024714,0,none,broad,yes,solitary,woods,black
26.497597,-4.412226,1,creosote,narrow,no,scattered,woods,black
-5.8274813,-1.8204651,0,none,broad,yes,solitary,woods,black
0.4068865,-10.927855,0,none,broad,yes,several,woods,black
-6.118093,-2.2495353,0,none,broad,yes,solitary,woods,black
26.547888,-4.36162,1,creosote,narrow,no,scattered,woods,black
10.187564,18.29816,1,foul,broad,no,several,paths,chocolate
5.355939,-3.314853,0,none,broad,yes,several,woods,brown
2.5538943,16.808455,1,foul,broad,no,several,grasses,chocolate
23.754463,-14.767987,1,creosote,narrow,no,scattered,woods,brown
-6.5177827,-1.8732108,0,none,broad,yes,solitary,woods,black
5.7589216,-3.4365487,0,none,broad,yes,several,woods,brown
5.229526,-3.2530558,0,none,broad,yes,several,woods,brown
5.7448287,-2.826888,0,none,broad,yes,several,woods,brown
31.956388,-6.4003425,1,creosote,narrow,no,several,woods,brown
5.5823073,-3.3899493,0,none,broad,yes,several,woods,brown
2.771261,16.705116,1,foul,broad,no,several,grasses,chocolate
-0.29938388,6.780948,0,none,broad,yes,solitary,woods,brown
5.606649,-3.2685733,0,none,broad,yes,several,woods,brown
31.854477,6.870374,1,creosote,narrow,no,several,woods,black
0.051193967,7.6763353,0,none,broad,yes,solitary,woods,brown
31.94934,-6.4073524,1,creosote,narrow,no,several,woods,brown
-0.1058647,7.2655425,0,none,broad,yes,solitary,woods,brown
-3.0620754,15.517359,1,foul,broad,no,solitary,grasses,chocolate
-6.230669,-2.4042232,0,none,broad,yes,solitary,woods,black
23.792841,-14.806388,1,creosote,narrow,no,scattered,woods,brown
10.218096,18.293324,1,foul,broad,no,several,paths,chocolate
-0.044443756,6.6762567,0,none,broad,yes,solitary,woods,brown
-6.351831,-1.5143902,0,none,broad,yes,solitary,woods,black
23.723286,-14.737057,1,creosote,narrow,no,scattered,woods,brown
2.693011,16.540218,1,foul,broad,no,several,grasses,chocolate
0.43983334,7.1433067,0,none,broad,yes,solitary,woods,brown
9.170231,6.59171,1,foul,broad,no,several,woods,chocolate
-0.15045258,-10.816882,0,none,broad,yes,several,woods,black
0.09864975,-10.980428,0,none,broad,yes,several,woods,black
11.653683,11.506697,1,foul,broad,no,solitary,woods,chocolate
-6.0725155,-2.418367,0,none,broad,yes,solitary,woods,black
0.4737142,-11.256513,0,none,broad,yes,several,woods,black
0.28986838,7.224221,0,none,broad,yes,solitary,woods,brown
0.22010514,-10.971334,0,none,broad,yes,several,woods,black
9.209311,6.622704,1,foul,broad,no,several,woods,chocolate
5.9938855,-3.4646022,0,none,broad,yes,several,woods,brown
-6.0305896,-1.5083499,0,none,broad,yes,solitary,woods,black
5.5903454,-3.2266526,0,none,broad,yes,several,woods,brown
0.058570314,7.0678325,0,none,broad,yes,solitary,woods,brown
0.5690246,-10.999565,0,none,broad,yes,several,woods,black
9.039412,6.723763,1,foul,broad,no,several,woods,chocolate
31.973663,-6.3832,1,creosote,narrow,no,several,woods,brown
10.176905,18.26622,1,foul,broad,no,several,paths,chocolate
5.8796673,-3.6855638,0,none,broad,yes,several,woods,brown
-6.7569513,-2.014572,0,none,broad,yes,solitary,woods,black
0.46387964,6.8125143,0,none,broad,yes,solitary,woods,brown
-0.37125343,7.587229,0,none,broad,yes,solitary,woods,brown
6.0512915,-3.1517096,0,none,broad,yes,several,woods,brown
-6.037449,-2.4391427,0,none,broad,yes,solitary,woods,black
-0.14599393,-10.775308,0,none,broad,yes,several,woods,black
-2.7276995,15.402065,1,foul,broad,no,solitary,grasses,chocolate
-0.079855785,7.0903172,0,none,broad,yes,solitary,woods,brown
0.109893985,7.4567914,0,none,broad,yes,solitary,woods,brown
8.902107,6.883271,1,foul,broad,no,several,woods,chocolate
26.5279,-4.3824625,1,creosote,narrow,no,scattered,woods,black
31.844032,6.8807473,1,creosote,narrow,no,several,woods,black
-0.012581988,7.0126038,0,none,broad,yes,solitary,woods,brown
10.12431,18.38211,1,foul,broad,no,several,paths,chocolate
31.947962,-6.4087825,1,creosote,narrow,no,several,woods,brown
5.9663486,-3.4659812,0,none,broad,yes,several,woods,brown
-0.075648464,6.6638126,0,none,broad,yes,solitary,woods,brown
0.28529117,-10.814411,0,none,broad,yes,several,woods,black
8.897404,6.8654075,1,foul,broad,no,several,woods,chocolate
5.6184382,-2.983682,0,none,broad,yes,several,woods,brown
6.004947,-3.1902752,0,none,broad,yes,several,woods,brown
5.983502,-2.8087826,0,none,broad,yes,several,woods,brown
10.142123,18.268526,1,foul,broad,no,several,paths,chocolate
31.963322,-6.393501,1,creosote,narrow,no,several,woods,brown
0.53849125,-10.970048,0,none,broad,yes,several,woods,black
23.758457,-14.772115,1,creosote,narrow,no,scattered,woods,brown
31.949762,-6.4069386,1,creosote,narrow,no,several,woods,brown
-2.9043334,15.292235,1,foul,broad,no,solitary,grasses,chocolate
5.8604937,-2.9302518,0,none,broad,yes,several,woods,brown
0.45352122,-10.649506,0,none,broad,yes,several,woods,black
-10.782514,11.208641,1,foul,broad,no,solitary,paths,chocolate
-6.055343,-1.9324316,0,none,broad,yes,solitary,woods,black
5.565178,-2.7286155,0,none,broad,yes,several,woods,brown
6.3546853,-2.9105606,0,none,broad,yes,several,woods,brown
0.037691902,7.087809,0,none,broad,yes,solitary,woods,brown
0.653768,-10.8775835,0,none,broad,yes,several,woods,black
-6.1350536,-1.9020573,0,none,broad,yes,solitary,woods,black
0.13071612,-10.822255,0,none,broad,yes,several,woods,black
5.6872535,-3.4706812,0,none,broad,yes,several,woods,brown
0.1605366,7.059619,0,none,broad,yes,solitary,woods,brown
0.017343078,7.4509993,0,none,broad,yes,solitary,woods,brown
-6.6210847,-1.5589991,0,none,broad,yes,solitary,woods,black
-0.038928557,6.6325254,0,none,broad,yes,solitary,woods,brown
0.10224924,6.7520547,0,none,broad,yes,solitary,woods,brown
5.628387,-3.4763632,0,none,broad,yes,several,woods,brown
-6.3910346,-2.274439,0,none,broad,yes,solitary,woods,black
-6.076154,-1.9875844,0,none,broad,yes,solitary,woods,black
-10.41039,11.11565,1,foul,broad,no,solitary,paths,chocolate
0.04582012,7.0715384,0,none,broad,yes,solitary,woods,brown
-5.72821,-1.8766004,0,none,broad,yes,solitary,woods,black
5.9481554,-3.4214728,0,none,broad,yes,several,woods,brown
-5.7767444,-1.7551943,0,none,broad,yes,solitary,woods,black
0.15094733,6.7938685,0,none,broad,yes,solitary,woods,brown
8.861522,6.937535,1,foul,broad,no,several,woods,chocolate
6.3409557,-2.9155502,0,none,broad,yes,several,woods,brown
9.068035,6.725281,1,foul,broad,no,several,woods,chocolate
0.101920195,6.758994,0,none,broad,yes,solitary,woods,brown
5.124629,-2.9470649,0,none,broad,yes,several,woods,brown
-6.1566105,-1.7821958,0,none,broad,yes,solitary,woods,black
10.128403,18.470617,1,foul,broad,no,several,paths,chocolate
5.7084694,-2.6861348,0,none,broad,yes,several,woods,brown
0.0338031,7.2155967,0,none,broad,yes,solitary,woods,brown
8.948697,6.976577,1,foul,broad,no,several,woods,chocolate
0.67893094,-10.9994755,0,none,broad,yes,several,woods,black
26.536724,-4.374174,1,creosote,narrow,no,scattered,woods,black
0.23280203,7.3621726,0,none,broad,yes,solitary,woods,brown
26.51158,-4.3920116,1,creosote,narrow,no,scattered,woods,black
0.45061502,-10.680584,0,none,broad,yes,several,woods,black
31.939114,-6.417661,1,creosote,narrow,no,several,woods,brown
-0.45569804,7.370767,0,none,broad,yes,solitary,woods,brown
5.739212,-3.292218,0,none,broad,yes,several,woods,brown
-6.625607,-1.6963526,0,none,broad,yes,solitary,woods,black
-0.40623274,7.1338916,0,none,broad,yes,solitary,woods,brown
26.514133,-4.384336,1,creosote,narrow,no,scattered,woods,black
-6.391089,-2.050254,0,none,broad,yes,solitary,woods,black
0.29936254,-10.794607,0,none,broad,yes,several,woods,black
31.84139,6.8835583,1,creosote,narrow,no,several,woods,black
-6.049631,-1.6607708,0,none,broad,yes,solitary,woods,black
31.947418,-6.409416,1,creosote,narrow,no,several,woods,brown
-6.1585293,-1.9088665,0,none,broad,yes,solitary,woods,black
-2.7438328,15.444571,1,foul,broad,no,solitary,grasses,chocolate
0.26471516,7.174854,0,none,broad,yes,solitary,woods,brown
-2.5701575,15.396646,1,foul,broad,no,solitary,grasses,chocolate
0.66964656,-11.041761,0,none,broad,yes,several,woods,black
5.1197844,-2.9568248,0,none,broad,yes,several,woods,brown
0.41447294,-10.928179,0,none,broad,yes,several,woods,black
26.524448,-4.379321,1,creosote,narrow,no,scattered,woods,black
-10.610324,11.140531,1,foul,broad,no,solitary,paths,chocolate
5.5870886,-2.7988575,0,none,broad,yes,several,woods,brown
0.09737495,-11.20604,0,none,broad,yes,several,woods,black
0.045785733,-10.940943,0,none,broad,yes,several,woods,black
0.020264227,7.511946,0,none,broad,yes,solitary,woods,brown
0.5245633,-10.676915,0,none,broad,yes,several,woods,black
0.25913247,7.08153,0,none,broad,yes,solitary,woods,brown
11.816725,11.79218,1,foul,broad,no,solitary,woods,chocolate
0.019344795,7.4963937,0,none,broad,yes,solitary,woods,brown
-6.0492897,-1.5181066,0,none,broad,yes,solitary,woods,black
-6.0676875,-2.4455383,0,none,broad,yes,solitary,woods,black
31.87746,6.8471003,1,creosote,narrow,no,several,woods,black
-6.4108686,-1.7959082,0,none,broad,yes,solitary,woods,black
0.5570575,7.200627,0,none,broad,yes,solitary,woods,brown
-2.7476678,15.440093,1,foul,broad,no,solitary,grasses,chocolate
-0.022552853,7.1101074,0,none,broad,yes,solitary,woods,brown
31.892092,6.8326793,1,creosote,narrow,no,several,woods,black
0.12404249,-11.066502,0,none,broad,yes,several,woods,black
26.502848,-4.4096107,1,creosote,narrow,no,scattered,woods,black
9.08636,6.679481,1,foul,broad,no,several,woods,chocolate
11.611087,11.440971,1,foul,broad,no,solitary,woods,chocolate
5.6149287,-3.397598,0,none,broad,yes,several,woods,brown
6.00312,-3.1978858,0,none,broad,yes,several,woods,brown
-0.2950536,6.779422,0,none,broad,yes,solitary,woods,brown
-6.625095,-1.5387462,0,none,broad,yes,solitary,woods,black
10.026099,18.297575,1,foul,broad,no,several,paths,chocolate
-0.027187215,6.9430485,0,none,broad,yes,solitary,woods,brown
-6.338245,-1.5974014,0,none,broad,yes,solitary,woods,black
2.8213975,16.620966,1,foul,broad,no,several,grasses,chocolate
-5.913982,-2.0696344,0,none,broad,yes,solitary,woods,black
23.74852,-14.76233,1,creosote,narrow,no,scattered,woods,brown
-6.1833286,-1.8794461,0,none,broad,yes,solitary,woods,black
0.070303015,7.6140156,0,none,broad,yes,solitary,woods,brown
0.19120674,7.0964627,0,none,broad,yes,solitary,woods,brown
-6.2870173,-1.8027902,0,none,broad,yes,solitary,woods,black
0.3417712,6.9235024,0,none,broad,yes,solitary,woods,brown
-5.913423,-2.175071,0,none,broad,yes,solitary,woods,black
26.512838,-4.400309,1,creosote,narrow,no,scattered,woods,black
5.8821564,-3.0391054,0,none,broad,yes,several,woods,brown
-2.9099884,15.331835,1,foul,broad,no,solitary,grasses,chocolate
-0.14936921,-10.763679,0,none,broad,yes,several,woods,black
5.612966,-3.4034157,0,none,broad,yes,several,woods,brown
5.528251,-2.951214,0,none,broad,yes,several,woods,brown
31.97428,-6.382433,1,creosote,narrow,no,several,woods,brown
31.95052,-6.4062624,1,creosote,narrow,no,several,woods,brown
5.650858,-2.7967556,0,none,broad,yes,several,woods,brown
0.63474315,-10.798277,0,none,broad,yes,several,woods,black
0.071369484,-11.272429,0,none,broad,yes,several,woods,black
0.4940706,6.8002324,0,none,broad,yes,solitary,woods,brown
8.796557,6.734789,1,foul,broad,no,several,woods,chocolate
31.892588,6.83195,1,creosote,narrow,no,several,woods,black
-6.2920227,-1.6606417,0,none,broad,yes,solitary,woods,black
0.35281754,-10.933145,0,none,broad,yes,several,woods,black
31.930698,6.793642,1,creosote,narrow,no,several,woods,black
26.509521,-4.4023337,1,creosote,narrow,no,scattered,woods,black
0.5206705,-10.958546,0,none,broad,yes,several,woods,black
9.158951,6.8062854,1,foul,broad,no,several,woods,chocolate
31.963923,-6.3928504,1,creosote,narrow,no,several,woods,brown
9.0603285,6.7776012,1,foul,broad,no,several,woods,chocolate
31.972235,-6.384563,1,creosote,narrow,no,several,woods,brown
0.12654783,-10.893569,0,none,broad,yes,several,woods,black
26.532658,-4.376834,1,creosote,narrow,no,scattered,woods,black
5.884849,-3.7310512,0,none,broad,yes,several,woods,brown
31.86083,6.8643074,1,creosote,narrow,no,several,woods,black
26.530668,-4.3783216,1,creosote,narrow,no,scattered,woods,black
-5.887382,-2.1684327,0,none,broad,yes,solitary,woods,black
26.510216,-4.394029,1,creosote,narrow,no,scattered,woods,black
31.920174,6.80421,1,creosote,narrow,no,several,woods,black
0.2239549,6.922532,0,none,broad,yes,solitary,woods,brown
0.46555468,6.7738276,0,none,broad,yes,solitary,woods,brown
23.757086,-14.770818,1,creosote,narrow,no,scattered,woods,brown
0.14700837,-11.252194,0,none,broad,yes,several,woods,black
23.753998,-14.767858,1,creosote,narrow,no,scattered,woods,brown
0.21758066,-11.087725,0,none,broad,yes,several,woods,black
9.045747,6.797191,1,foul,broad,no,several,woods,chocolate
-2.789812,15.26178,1,foul,broad,no,solitary,grasses,chocolate
0.46489406,-10.718088,0,none,broad,yes,several,woods,black
2.7545695,16.751165,1,foul,broad,no,several,grasses,chocolate
5.462642,-3.0344448,0,none,broad,yes,several,woods,brown
-2.8221061,15.371307,1,foul,broad,no,solitary,grasses,chocolate
-10.564307,11.321321,1,foul,broad,no,solitary,paths,chocolate
0.4670746,-11.259369,0,none,broad,yes,several,woods,black
0.16869189,-10.917812,0,none,broad,yes,several,woods,black
31.942467,-6.4142876,1,creosote,narrow,no,several,woods,brown
0.016194684,7.4065366,0,none,broad,yes,solitary,woods,brown
-10.497828,11.432248,1,foul,broad,no,solitary,paths,chocolate
9.006973,7.040956,1,foul,broad,no,several,woods,chocolate
-10.490337,11.438478,1,foul,broad,no,solitary,paths,chocolate
2.7800066,16.674885,1,foul,broad,no,several,grasses,chocolate
31.964067,-6.392751,1,creosote,narrow,no,several,woods,brown
11.345501,11.88426,1,foul,broad,no,solitary,woods,chocolate
9.114141,6.837239,1,foul,broad,no,several,woods,chocolate
9.990602,18.199594,1,foul,broad,no,several,paths,chocolate
9.184259,6.6727185,1,foul,broad,no,several,woods,chocolate
11.767722,11.644678,1,foul,broad,no,solitary,woods,chocolate
-6.5309324,-1.9218135,0,none,broad,yes,solitary,woods,black
-2.7571075,15.445357,1,foul,broad,no,solitary,grasses,chocolate
-10.727261,11.306163,1,foul,broad,no,solitary,paths,chocolate
-2.6577103,15.3307705,1,foul,broad,no,solitary,grasses,chocolate
-6.0598273,-2.4363499,0,none,broad,yes,solitary,woods,black
5.478964,-2.9862921,0,none,broad,yes,several,woods,brown
5.706635,-3.0679657,0,none,broad,yes,several,woods,brown
2.792634,16.686022,1,foul,broad,no,several,grasses,chocolate
2.924093,16.549875,1,foul,broad,no,several,grasses,chocolate
9.020494,6.7794056,1,foul,broad,no,several,woods,chocolate
-6.464803,-1.698828,0,none,broad,yes,solitary,woods,black
2.5405579,16.721462,1,foul,broad,no,several,grasses,chocolate
0.664219,-10.973745,0,none,broad,yes,several,woods,black
0.52623564,-10.755076,0,none,broad,yes,several,woods,black
6.0142083,-2.7817402,0,none,broad,yes,several,woods,brown
11.573376,11.701853,1,foul,broad,no,solitary,woods,chocolate
-2.91338,15.381707,1,foul,broad,no,solitary,grasses,chocolate
-2.7269409,15.28451,1,foul,broad,no,solitary,grasses,chocolate
5.9938664,-3.3234706,0,none,broad,yes,several,woods,brown
11.399163,11.79932,1,foul,broad,no,solitary,woods,chocolate
-10.397913,10.955117,1,foul,broad,no,solitary,paths,chocolate
2.930302,16.607786,1,foul,broad,no,several,grasses,chocolate
8.863595,6.8714037,1,foul,broad,no,several,woods,chocolate
-10.527931,11.415013,1,foul,broad,no,solitary,paths,chocolate
10.087129,18.054611,1,foul,broad,no,several,paths,chocolate
23.760904,-14.774719,1,creosote,narrow,no,scattered,woods,brown
2.9974127,16.636026,1,foul,broad,no,several,grasses,chocolate
0.20290147,-10.9890785,0,none,broad,yes,several,woods,black
-5.914931,-2.2033124,0,none,broad,yes,solitary,woods,black
31.954226,-6.4025087,1,creosote,narrow,no,several,woods,brown
2.6987727,16.834349,1,foul,broad,no,several,grasses,chocolate
2.7647367,16.93556,1,foul,broad,no,several,grasses,chocolate
-6.640709,-1.5270878,0,none,broad,yes,solitary,woods,black
-0.48471805,7.366751,0,none,broad,yes,solitary,woods,brown
8.752778,6.836254,1,foul,broad,no,several,woods,chocolate
5.803299,-2.8190122,0,none,broad,yes,several,woods,brown
8.921751,6.846034,1,foul,broad,no,several,woods,chocolate
-2.7952905,15.539352,1,foul,broad,no,solitary,grasses,chocolate
5.6610155,-3.2679186,0,none,broad,yes,several,woods,brown
2.6906812,16.887047,1,foul,broad,no,several,grasses,chocolate
-2.986497,15.524573,1,foul,broad,no,solitary,grasses,chocolate
2.7687297,16.755482,1,foul,broad,no,several,grasses,chocolate
-2.8343263,15.391937,1,foul,broad,no,solitary,grasses,chocolate
23.738567,-14.752327,1,creosote,narrow,no,scattered,woods,brown
26.489698,-4.415926,1,creosote,narrow,no,scattered,woods,black
10.034024,18.3022,1,foul,broad,no,several,paths,chocolate
-10.52188,11.43876,1,foul,broad,no,solitary,paths,chocolate
9.166232,6.728006,1,foul,broad,no,several,woods,chocolate
5.7967844,-3.212358,0,none,broad,yes,several,woods,brown
-6.965318,4.51902,1,foul,broad,yes,several,urban,chocolate
11.904731,11.551982,1,foul,broad,no,solitary,woods,chocolate
0.13264652,-11.491838,0,none,broad,yes,several,woods,black
11.636917,11.447897,1,foul,broad,no,solitary,woods,chocolate
-10.52566,11.396059,1,foul,broad,no,solitary,paths,chocolate
10.306579,18.352898,1,foul,broad,no,several,paths,chocolate
-2.8937113,15.410932,1,foul,broad,no,solitary,grasses,chocolate
-2.9717124,15.272831,1,foul,broad,no,solitary,grasses,chocolate
-10.628182,11.241951,1,foul,broad,no,solitary,paths,chocolate
-10.525863,11.324643,1,foul,broad,no,solitary,paths,chocolate
31.90136,6.823047,1,creosote,narrow,no,several,woods,black
10.182424,18.152357,1,foul,broad,no,several,paths,chocolate
-10.609235,11.041238,1,foul,broad,no,solitary,paths,chocolate
5.6610274,-3.3087409,0,none,broad,yes,several,woods,brown
0.24852987,-10.9967,0,none,broad,yes,several,woods,black
-10.521774,11.030046,1,foul,broad,no,solitary,paths,chocolate
23.746984,-14.760787,1,creosote,narrow,no,scattered,woods,brown
2.600322,16.870459,1,foul,broad,no,several,grasses,chocolate
2.8883028,16.557127,1,foul,broad,no,several,grasses,chocolate
31.923311,6.8010254,1,creosote,narrow,no,several,woods,black
5.722491,-3.2365043,0,none,broad,yes,several,woods,brown
3.0033991,16.597113,1,foul,broad,no,several,grasses,chocolate
31.843668,6.8812447,1,creosote,narrow,no,several,woods,black
-15.200206,11.698337,1,foul,broad,yes,several,grasses,chocolate
10.08956,18.441156,1,foul,broad,no,several,paths,chocolate
-14.706854,18.980663,0,none,broad,yes,clustered,waste,white
-2.884819,15.4511,1,foul,broad,no,solitary,grasses,chocolate
-3.06326,15.521895,1,foul,broad,no,solitary,grasses,chocolate
-2.812764,15.2872925,1,foul,broad,no,solitary,grasses,chocolate
-2.896702,15.371113,1,foul,broad,no,solitary,grasses,chocolate
0.43139303,7.4608607,0,none,broad,yes,solitary,woods,brown
9.148055,6.860025,1,foul,broad,no,several,woods,chocolate
8.912316,7.042222,1,foul,broad,no,several,woods,chocolate
-2.982414,15.287799,1,foul,broad,no,solitary,grasses,chocolate
23.74305,-14.756654,1,creosote,narrow,no,scattered,woods,brown
31.969683,-6.3871217,1,creosote,narrow,no,several,woods,brown
2.9645147,16.615732,1,foul,broad,no,several,grasses,chocolate
-15.231353,1.5377969,1,foul,broad,yes,scattered,grasses,chocolate
2.6602986,16.542095,1,foul,broad,no,several,grasses,chocolate
-6.228724,-1.9770927,0,none,broad,yes,solitary,woods,black
9.058829,6.722236,1,foul,broad,no,several,woods,chocolate
0.47818026,-11.506005,0,none,broad,yes,several,woods,black
-10.504334,11.182751,1,foul,broad,no,solitary,paths,chocolate
0.15474342,-11.112836,0,none,broad,yes,several,woods,black
-6.385336,-1.8553247,0,none,broad,yes,solitary,woods,black
-10.733955,11.231222,1,foul,broad,no,solitary,paths,chocolate
11.613599,11.547443,1,foul,broad,no,solitary,woods,chocolate
5.5934854,-3.3442936,0,none,broad,yes,several,woods,brown
9.963501,18.237282,1,foul,broad,no,several,paths,chocolate
-6.398769,-1.5445516,0,none,broad,yes,solitary,woods,black
-6.21781,-1.9083815,0,none,broad,yes,solitary,woods,black
5.829396,-2.9927344,0,none,broad,yes,several,woods,brown
-10.646572,11.251195,1,foul,broad,no,solitary,paths,chocolate
0.33277303,-11.137973,0,none,broad,yes,several,woods,black
9.087214,6.8172584,1,foul,broad,no,several,woods,chocolate
10.21771,18.330976,1,foul,broad,no,several,paths,chocolate
8.836245,6.7915826,1,foul,broad,no,several,woods,chocolate
10.092605,18.064133,1,foul,broad,no,several,paths,chocolate
9.1776495,6.75136,1,foul,broad,no,several,woods,chocolate
5.6210165,-2.8267982,0,none,broad,yes,several,woods,brown
5.7195992,-3.1967788,0,none,broad,yes,several,woods,brown
2.9496188,16.725634,1,foul,broad,no,several,grasses,chocolate
11.739351,11.557233,1,foul,broad,no,solitary,woods,chocolate
-10.627172,11.262749,1,foul,broad,no,solitary,paths,chocolate
13.760323,4.2112503,1,fishy,narrow,no,several,paths,white
-10.450816,11.153346,1,foul,broad,no,solitary,paths,chocolate
2.8722835,16.622322,1,foul,broad,no,several,grasses,chocolate
31.948254,-6.4085217,1,creosote,narrow,no,several,woods,brown
2.6755726,16.968164,1,foul,broad,no,several,grasses,chocolate
-15.207263,1.5136342,1,foul,broad,yes,scattered,grasses,chocolate
9.113892,6.70215,1,foul,broad,no,several,woods,chocolate
11.582278,11.649586,1,foul,broad,no,solitary,woods,chocolate
26.532162,-4.3771777,1,creosote,narrow,no,scattered,woods,black
8.887995,6.6337924,1,foul,broad,no,several,woods,chocolate
0.38882288,-11.16259,0,none,broad,yes,several,woods,black
-2.577454,15.393722,1,foul,broad,no,solitary,grasses,chocolate
9.01105,6.862124,1,foul,broad,no,several,woods,chocolate
10.173053,18.206411,1,foul,broad,no,several,paths,chocolate
2.8285978,16.740467,1,foul,broad,no,several,grasses,chocolate
11.720638,11.481791,1,foul,broad,no,solitary,woods,chocolate
0.15539569,-11.500503,0,none,broad,yes,several,woods,black
11.530453,11.707761,1,foul,broad,no,solitary,woods,chocolate
-0.18382642,7.120256,0,none,broad,yes,solitary,woods,brown
9.203931,6.861379,1,foul,broad,no,several,woods,chocolate
-10.211127,11.332547,1,foul,broad,no,solitary,paths,chocolate
9.145478,6.772098,1,foul,broad,no,several,woods,chocolate
31.90637,6.8179483,1,creosote,narrow,no,several,woods,black
11.65277,11.720739,1,foul,broad,no,solitary,woods,chocolate
0.8119389,-11.099464,0,none,broad,yes,several,woods,black
26.545732,-4.3646007,1,creosote,narrow,no,scattered,woods,black
9.116998,6.753604,1,foul,broad,no,several,woods,chocolate
11.936237,11.541037,1,foul,broad,no,solitary,woods,chocolate
31.958654,-6.3981366,1,creosote,narrow,no,several,woods,brown
11.738007,11.552199,1,foul,broad,no,solitary,woods,chocolate
10.205194,18.439442,1,foul,broad,no,several,paths,chocolate
0.19202173,-11.313835,0,none,broad,yes,several,woods,black
10.056768,18.23839,1,foul,broad,no,several,paths,chocolate
10.2810135,18.201952,1,foul,broad,no,several,paths,chocolate
23.755228,-14.769015,1,creosote,narrow,no,scattered,woods,brown
31.925798,6.7985964,1,creosote,narrow,no,several,woods,black
5.4864435,-3.1516652,0,none,broad,yes,several,woods,brown
2.8062975,16.667746,1,foul,broad,no,several,grasses,chocolate
0.05078601,6.9683733,0,none,broad,yes,solitary,woods,brown
-6.043725,-2.487145,0,none,broad,yes,solitary,woods,black
11.409373,11.590281,1,foul,broad,no,solitary,woods,chocolate
-3.0926726,15.364263,1,foul,broad,no,solitary,grasses,chocolate
9.207886,6.7116776,1,foul,broad,no,several,woods,chocolate
11.667027,11.544656,1,foul,broad,no,solitary,woods,chocolate
-10.51026,11.168454,1,foul,broad,no,solitary,paths,chocolate
0.16137542,7.2356696,0,none,broad,yes,solitary,woods,brown
10.1107025,18.264524,1,foul,broad,no,several,paths,chocolate
10.178751,18.43254,1,foul,broad,no,several,paths,chocolate
10.236218,18.04168,1,foul,broad,no,several,paths,chocolate
-10.566481,11.489308,1,foul,broad,no,solitary,paths,chocolate
5.751064,-3.023828,0,none,broad,yes,several,woods,brown
6.1447954,-3.1860585,0,none,broad,yes,several,woods,brown
-2.617073,15.573871,1,foul,broad,no,solitary,grasses,chocolate
27.63358,-6.438089,0,none,narrow,no,solitary,woods,chocolate
0.106536314,7.6543574,0,none,broad,yes,solitary,woods,brown
2.6234298,16.71312,1,foul,broad,no,several,grasses,chocolate
2.7702653,16.810028,1,foul,broad,no,several,grasses,chocolate
11.554827,11.541523,1,foul,broad,no,solitary,woods,chocolate
-10.574799,11.332259,1,foul,broad,no,solitary,paths,chocolate
10.420162,18.183445,1,foul,broad,no,several,paths,chocolate
11.493663,11.7190075,1,foul,broad,no,solitary,woods,chocolate
10.304652,18.333773,1,foul,broad,no,several,paths,chocolate
10.298106,18.017435,1,foul,broad,no,several,paths,chocolate
-10.741149,11.154862,1,foul,broad,no,solitary,paths,chocolate
5.6798916,-2.8528774,0,none,broad,yes,several,woods,brown
11.706662,11.6706505,1,foul,broad,no,solitary,woods,chocolate
6.146502,-3.1538906,0,none,broad,yes,several,woods,brown
8.892188,6.871222,1,foul,broad,no,several,woods,chocolate
9.010153,7.0284624,1,foul,broad,no,several,woods,chocolate
0.049983263,7.490495,0,none,broad,yes,solitary,woods,brown
-5.9599705,-2.0692291,0,none,broad,yes,solitary,woods,black
2.66424,16.908148,1,foul,broad,no,several,grasses,chocolate
0.23814,-11.185963,0,none,broad,yes,several,woods,black
-0.38478193,7.1301723,0,none,broad,yes,solitary,woods,brown
10.158313,18.40803,1,foul,broad,no,several,paths,chocolate
31.875923,6.848896,1,creosote,narrow,no,several,woods,black
11.673581,11.716872,1,foul,broad,no,solitary,woods,chocolate
18.023077,-5.292956,1,fishy,narrow,no,several,woods,white
10.065036,18.501108,1,foul,broad,no,several,paths,chocolate
11.782063,11.479928,1,foul,broad,no,solitary,woods,chocolate
0.26143873,7.351367,0,none,broad,yes,solitary,woods,brown
22.30761,12.028965,1,foul,narrow,no,several,leaves,white
